key,board,summary,description,acceptance_criteria,status,assignee,reporter,priority,issue_type,created,closed,labels,components,sprint,sprint_state,sprint_start_date,sprint_end_date,story_points,epic_id,employee_type,requested_by,fix_versions
APS-2-45,APS1,Backlog 4 for APS1,Description for unassigned backlog 4 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-45,To Do,Nitish,Madhu,Medium,Task,2025-04-11,,[],['Database'],,,,,3,APS-2,FTE,RTB,APS1-8786
APS-1-39,APS1,Backlog 5 for APS1,Description for unassigned backlog 5 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-1-39,To Do,Nitish,Shreya,Low,Task,2025-04-06,,['frontend'],[],,,,,3,APS-1,FTE,CTB,APS1-8785
APS-1-40,APS1,Backlog 6 for APS1,Description for unassigned backlog 6 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-40,To Do,Khaleel,Shreya,Critical,Story,2025-04-08,,[],['UI'],,,,,2,APS-1,FTC,CTB,APS1-8783
APS-1-41,APS1,Backlog 7 for APS1,Description for unassigned backlog 7 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-41,To Do,Nitish,Shreya,Medium,Story,2025-03-18,,['enhancement'],[],,,,,3,APS-1,FTE,CTB,APS1-8784
APS-1-42,APS1,Backlog 8 for APS1,Description for unassigned backlog 8 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-1-42,To Do,Noor,Madhu,Low,Task,2025-03-23,,[],[],,,,,1,APS-1,FTE,CTB,APS1-8784
APS-1-43,APS1,Backlog 9 for APS1,Description for unassigned backlog 9 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-43,To Do,Noor,Shreya,Critical,Defect,2025-04-05,,['enhancement'],[],,,,,3,APS-1,FTE,CTB,APS1-8783
APS-2-46,APS1,Backlog 10 for APS1,Description for unassigned backlog 10 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-46,To Do,Khaleel,Madhu,Critical,Task,2025-04-07,,['backend'],['Auth Service'],,,,,5,APS-2,FTC,RTB,APS1-8783
APS-3-31,APS2,Backlog 1 for APS2,Description for unassigned backlog 1 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-31,To Do,Vikram,Bhuvi,Low,Story,2025-03-24,,['bugfix'],['Auth Service'],,,,,3,APS-3,FTC,RTB,APS2-8783
APS-3-32,APS2,Backlog 2 for APS2,Description for unassigned backlog 2 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-32,To Do,Ashwin,Ravi,High,Defect,2025-04-04,,['frontend'],[],,,,,3,APS-3,FTC,RTB,APS2-8786
APS-4-41,APS2,Backlog 3 for APS2,Description for unassigned backlog 3 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-4-41,To Do,Dube,Ravi,Critical,Task,2025-04-07,,[],['Auth Service'],,,,,8,APS-4,FTE,CTB,APS2-8786
APS-3-33,APS2,Backlog 4 for APS2,Description for unassigned backlog 4 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-3-33,To Do,Ashwin,Bhuvi,High,Task,2025-03-28,,['enhancement'],[],,,,,8,APS-3,FTC,RTB,APS2-8786
APS-4-42,APS2,Backlog 5 for APS2,Description for unassigned backlog 5 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-42,To Do,Ashwin,Ravi,Low,Defect,2025-03-31,,[],['UI'],,,,,3,APS-4,FTC,CTB,APS2-8783
APS-3-34,APS2,Backlog 6 for APS2,Description for unassigned backlog 6 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-3-34,To Do,Dube,Bhuvi,Medium,Story,2025-03-18,,[],[],,,,,5,APS-3,FTE,RTB,APS2-8785
APS-4-43,APS2,Backlog 7 for APS2,Description for unassigned backlog 7 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-43,To Do,Vikram,Bhuvi,Medium,Defect,2025-04-08,,['backend'],['Payment Service'],,,,,3,APS-4,FTC,CTB,APS2-8785
APS-4-44,APS2,Backlog 8 for APS2,Description for unassigned backlog 8 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-4-44,To Do,Ashwin,Bhuvi,Medium,Task,2025-03-25,,['backend'],[],,,,,8,APS-4,FTC,CTB,APS2-8783
APS-4-45,APS2,Backlog 9 for APS2,Description for unassigned backlog 9 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-45,To Do,Dube,Bhuvi,Low,Defect,2025-04-02,,['frontend'],[],,,,,5,APS-4,FTE,CTB,APS2-8783
APS-3-35,APS2,Backlog 10 for APS2,Description for unassigned backlog 10 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-35,To Do,Dube,Bhuvi,High,Defect,2025-03-26,,['bugfix'],['Auth Service'],,,,,2,APS-3,FTE,RTB,APS2-8786
